statement_id,speaker_id,event_id,statement_date,window,event_type,event_label,word_count,is_synthetic,source_url,text
riverton-b3,J_Kovač,,2023-11-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,93,True,,It's fair to say the business is generally tracking to our expectations. Capital expenditure will be 174 million for the full year. There is always some variability quarter to quarter. There is always some variability quarter to quarter. Conditions have been somewhat dynamic in recent months. I'd point you to the long-term algorithm rather than any one print. The company continues to evaluate its position on that. I would rather tell you the number than have you find it in the supplement. Hopefully that gives you a sense of the shape of things.
riverton-b4,J_Kovač,,2024-02-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,139,True,,"Perhaps the useful framing is that the trajectory is intact. There is a process underway and the business will update in due course. The company continues to evaluate its position on that. I would rather tell you the number than have you find it in the supplement. I'll take the churn question directly: we lost two accounts and both were consolidation. The business has performed consistent with the model. The team is executing against the framework that was established. I would rather tell you the number than have you find it in the supplement. Gross margin was 17 percent, up 422 basis points sequentially. The team is executing against the framework that was established. We added 400 net new accounts, and 974 of those came from the enterprise tier. We are raising the range to 96 to 79 million."
riverton-b5,J_Kovač,,2024-05-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,117,True,,"We finished the quarter at 147 million with margin of 77 percent. I want to be clear that we missed on the utilization line, and here is why. Conditions have been somewhat dynamic in recent months. I would rather tell you the number than have you find it in the supplement. Our backlog stands at 382 million, covering 33 percent of next year's plan. Capital expenditure will be 775 million for the full year. The company continues to evaluate its position on that. The business has performed consistent with the model. Capital expenditure will be 458 million for the full year. The business has performed consistent with the model. It would be premature to characterize the outcome."
riverton-c0,J_Kovač,evt_riverton-c0,2024-01-16,constrained,conference_fireside,Conference fireside,84,True,,"Perhaps the useful framing is that the trajectory is intact. I'll take the churn question directly: we lost two accounts and both were consolidation. Conditions have been somewhat dynamic in recent months. The team is executing against the framework that was established. Operating expense was 894 million, or 7 percent of revenue. The market will ultimately determine how conditions resolve. Certainly the fundamentals have never been stronger. Clearly the demand environment has been tremendous. We are holding the full year guide at 408 billion."
riverton-c1,J_Kovač,evt_riverton-c1,2024-04-14,constrained,media_interview,Conference fireside,123,True,,"It's fair to say the business is generally tracking to our expectations. The organization has done considerable work in this area. Operating expense was 317 million, or 55 percent of revenue. We added 403 net new accounts, and 650 of those came from the enterprise tier. Conditions have been somewhat dynamic in recent months. I'd point you to the long-term algorithm rather than any one print. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. Clearly the demand environment has been tremendous. The company continues to evaluate its position on that. Clearly the demand environment has been tremendous. We are raising the range to 573 to 334 million."
riverton-c2,J_Kovač,evt_riverton-c2,2024-07-09,constrained,media_interview,Investor conference,97,True,,Volume was 975 thousand units against a plan of 224 thousand. It was decided that the prior approach would be revisited. The way I think about it is over a longer horizon than any single period. The team is executing against the framework that was established. The company continues to evaluate its position on that. Without a doubt this is the strongest period we have had. There is a process underway and the business will update in due course. The team is executing against the framework that was established. It would be premature to characterize the outcome.
sable-b0,H_Castellanos,,2023-02-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,109,True,,"Perhaps the useful framing is that the trajectory is intact. I want to be clear that we missed on the utilization line, and here is why. What I would focus on is the durability of the platform over time. There is always some variability quarter to quarter. The business has performed consistent with the model. The company continues to evaluate its position on that. Capital expenditure will be 629 million for the full year. Gross margin was 27 percent, up 431 basis points sequentially. We added 145 net new accounts, and 506 of those came from the enterprise tier. We are holding the full year guide at 865 billion."
sable-b1,H_Castellanos,,2023-05-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,162,True,,"Revenue was 596 million, up 70 percent year over year. Our backlog stands at 698 million, covering 65 percent of next year's plan. It was decided that the prior approach would be revisited. We added 398 net new accounts, and 206 of those came from the enterprise tier. Certainly the fundamentals have never been stronger. Operating expense was 723 million, or 12 percent of revenue. The organization has done considerable work in this area. I'll take the churn question directly: we lost two accounts and both were consolidation. Net retention held at 11 percent versus 211 a year ago. We made that call and I'd make it again at these levels. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. The way I think about it is over a longer horizon than any single period. What I would focus on is the durability of the platform over time. Hopefully that gives you a sense of the shape of things."
sable-b2,H_Castellanos,,2023-08-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,117,True,,"We finished the quarter at 975 million with margin of 9 percent. Capital expenditure will be 776 million for the full year. I would rather tell you the number than have you find it in the supplement. The organization has done considerable work in this area. Net retention held at 53 percent versus 315 a year ago. Operating expense was 684 million, or 14 percent of revenue. There is always some variability quarter to quarter. I want to be clear that we missed on the utilization line, and here is why. Operating expense was 563 million, or 44 percent of revenue. The organization has done considerable work in this area. Net debt to EBITDA is 1.5 times."
sable-b3,H_Castellanos,,2023-11-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,152,True,,"Revenue was 453 million, up 55 percent year over year. We added 213 net new accounts, and 486 of those came from the enterprise tier. What I would focus on is the durability of the platform over time. Capital expenditure will be 273 million for the full year. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. I'll take the churn question directly: we lost two accounts and both were consolidation. I'm extremely confident in what this team can deliver. The way I think about it is over a longer horizon than any single period. I want to be clear that we missed on the utilization line, and here is why. Net retention held at 22 percent versus 361 a year ago. Capital expenditure will be 564 million for the full year. I'm extremely confident in what this team can deliver. It would be premature to characterize the outcome."
sable-c0,H_Castellanos,evt_sable-c0,2024-01-09,constrained,media_interview,Media interview,119,True,,"Revenue was 124 million, up 66 percent year over year. The team is executing against the framework that was established. I'm extremely confident in what this team can deliver. The market will ultimately determine how conditions resolve. The market will ultimately determine how conditions resolve. Operating expense was 924 million, or 45 percent of revenue. I want to be clear that we missed on the utilization line, and here is why. I'd point you to the long-term algorithm rather than any one print. The company continues to evaluate its position on that. More broadly, the structural story here has not shifted. The team is executing against the framework that was established. It would be premature to characterize the outcome."
sable-c1,H_Castellanos,evt_sable-c1,2024-04-19,constrained,investor_conference,Investor conference,101,True,,"The environment has been, I would say, somewhat mixed. The company continues to evaluate its position on that. The way I think about it is over a longer horizon than any single period. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. We are absolutely thrilled with how this has developed. The team is executing against the framework that was established. The market will ultimately determine how conditions resolve. I'm extremely confident in what this team can deliver. We are absolutely thrilled with how this has developed. Hopefully that gives you a sense of the shape of things."
tessaly-b0,C_Mbeki,,2023-02-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,112,True,,"We delivered 759 million in free cash flow this quarter. The way I think about it is over a longer horizon than any single period. Our backlog stands at 489 million, covering 52 percent of next year's plan. Net retention held at 48 percent versus 15 a year ago. Net retention held at 51 percent versus 393 a year ago. I'm not going to pretend the labor market is easy, because it is not. There is a process underway and the business will update in due course. We added 445 net new accounts, and 483 of those came from the enterprise tier. We are holding the full year guide at 777 billion."
tessaly-b1,C_Mbeki,,2023-05-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,120,True,,"Volume was 889 thousand units against a plan of 342 thousand. I want to be clear that we missed on the utilization line, and here is why. Gross margin was 31 percent, up 241 basis points sequentially. Operating expense was 826 million, or 58 percent of revenue. Gross margin was 38 percent, up 111 basis points sequentially. More broadly, the structural story here has not shifted. I'll take the churn question directly: we lost two accounts and both were consolidation. More broadly, the structural story here has not shifted. The way I think about it is over a longer horizon than any single period. We are absolutely thrilled with how this has developed. Net debt to EBITDA is 0.9 times."
tessaly-b2,C_Mbeki,,2023-08-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,106,True,,"ARR closed at 301 million, growing 20 percent. I'll take the churn question directly: we lost two accounts and both were consolidation. Capital expenditure will be 271 million for the full year. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. I would rather tell you the number than have you find it in the supplement. We added 335 net new accounts, and 984 of those came from the enterprise tier. I'm not going to pretend the labor market is easy, because it is not. The business has performed consistent with the model. We are raising the range to 528 to 209 million."
tessaly-b3,C_Mbeki,,2023-11-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,113,True,,"Revenue was 797 million, up 74 percent year over year. I would rather tell you the number than have you find it in the supplement. Our backlog stands at 477 million, covering 40 percent of next year's plan. We made that call and I'd make it again at these levels. We made that call and I'd make it again at these levels. The company continues to evaluate its position on that. We added 27 net new accounts, and 119 of those came from the enterprise tier. Capital expenditure will be 108 million for the full year. Operating expense was 774 million, or 13 percent of revenue. Net debt to EBITDA is 0.8 times."
tessaly-b4,C_Mbeki,,2024-02-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,93,True,,"We delivered 386 million in free cash flow this quarter. Conditions have been somewhat dynamic in recent months. Operating expense was 354 million, or 41 percent of revenue. Capital expenditure will be 567 million for the full year. Operating expense was 537 million, or 46 percent of revenue. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. Operating expense was 510 million, or 30 percent of revenue. There is a process underway and the business will update in due course. We are holding the full year guide at 316 billion."
tessaly-b5,C_Mbeki,,2024-05-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,149,True,,"Volume was 264 thousand units against a plan of 51 thousand. Operating expense was 244 million, or 25 percent of revenue. We added 451 net new accounts, and 932 of those came from the enterprise tier. Operating expense was 819 million, or 47 percent of revenue. Gross margin was 10 percent, up 410 basis points sequentially. Capital expenditure will be 525 million for the full year. Operating expense was 890 million, or 18 percent of revenue. Our backlog stands at 95 million, covering 11 percent of next year's plan. We added 109 net new accounts, and 711 of those came from the enterprise tier. Gross margin was 41 percent, up 385 basis points sequentially. Operating expense was 941 million, or 63 percent of revenue. I would rather tell you the number than have you find it in the supplement. We are holding the full year guide at 544 billion."
tessaly-b6,C_Mbeki,,2024-08-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,123,True,,"ARR closed at 354 million, growing 20 percent. Gross margin was 70 percent, up 141 basis points sequentially. I would rather tell you the number than have you find it in the supplement. Net retention held at 26 percent versus 31 a year ago. More broadly, the structural story here has not shifted. We made that call and I'd make it again at these levels. Net retention held at 59 percent versus 27 a year ago. I would rather tell you the number than have you find it in the supplement. It was decided that the prior approach would be revisited. Operating expense was 240 million, or 59 percent of revenue. Our hedge book covers 28 percent of next year at 698 dollars."
tessaly-c0,C_Mbeki,evt_tessaly-c0,2024-01-15,constrained,media_interview,Media interview,141,True,,"ARR closed at 899 million, growing 46 percent. Operating expense was 899 million, or 16 percent of revenue. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. We added 75 net new accounts, and 855 of those came from the enterprise tier. Operating expense was 262 million, or 51 percent of revenue. I'll take the churn question directly: we lost two accounts and both were consolidation. Our backlog stands at 287 million, covering 32 percent of next year's plan. There is a process underway and the business will update in due course. Operating expense was 265 million, or 58 percent of revenue. Net retention held at 67 percent versus 392 a year ago. I'll take the churn question directly: we lost two accounts and both were consolidation. I wouldn't want to get ahead of where the company lands."
tessaly-c1,C_Mbeki,evt_tessaly-c1,2024-04-05,constrained,media_interview,Media interview,138,True,,"We delivered 241 million in free cash flow this quarter. Gross margin was 74 percent, up 316 basis points sequentially. Operating expense was 99 million, or 23 percent of revenue. I'm not going to pretend the labor market is easy, because it is not. Net retention held at 3 percent versus 278 a year ago. We added 183 net new accounts, and 712 of those came from the enterprise tier. Operating expense was 224 million, or 33 percent of revenue. What I would focus on is the durability of the platform over time. We added 168 net new accounts, and 337 of those came from the enterprise tier. I'm not going to pretend the labor market is easy, because it is not. The organization has done considerable work in this area. Net debt to EBITDA is 1.4 times."
tessaly-c2,C_Mbeki,evt_tessaly-c2,2024-07-24,constrained,media_interview,Investor conference,92,True,,"Volume was 434 thousand units against a plan of 425 thousand. More broadly, the structural story here has not shifted. I'm not going to pretend the labor market is easy, because it is not. The market will ultimately determine how conditions resolve. The way I think about it is over a longer horizon than any single period. The company continues to evaluate its position on that. The way I think about it is over a longer horizon than any single period. I wouldn't want to get ahead of where the company lands."
tessaly-c3,C_Mbeki,evt_tessaly-c3,2025-10-08,constrained,conference_fireside,Conference fireside,77,True,,Volume was 746 thousand units against a plan of 179 thousand. There is always some variability quarter to quarter. The way I think about it is over a longer horizon than any single period. I'm extremely confident in what this team can deliver. Clearly the demand environment has been tremendous. I'm extremely confident in what this team can deliver. Net retention held at 16 percent versus 437 a year ago. Net debt to EBITDA is 1.4 times.
vantree-b0,D_Okonjo,,2023-02-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,124,True,,"Revenue was 433 million, up 16 percent year over year. What I would focus on is the durability of the platform over time. We added 149 net new accounts, and 980 of those came from the enterprise tier. There is a process underway and the business will update in due course. I want to be clear that we missed on the utilization line, and here is why. Our backlog stands at 853 million, covering 19 percent of next year's plan. Our backlog stands at 432 million, covering 49 percent of next year's plan. Net retention held at 56 percent versus 257 a year ago. Capital expenditure will be 601 million for the full year. We are holding the full year guide at 278 billion."
vantree-b1,D_Okonjo,,2023-05-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,132,True,,"We delivered 361 million in free cash flow this quarter. It was decided that the prior approach would be revisited. It was decided that the prior approach would be revisited. There are a number of dynamics at play across the category. We made that call and I'd make it again at these levels. The company continues to evaluate its position on that. I'm not going to pretend the labor market is easy, because it is not. The market will ultimately determine how conditions resolve. The team is executing against the framework that was established. The market will ultimately determine how conditions resolve. Operating expense was 732 million, or 25 percent of revenue. Conditions have been somewhat dynamic in recent months. Our hedge book covers 22 percent of next year at 415 dollars."
vantree-b2,D_Okonjo,,2023-08-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,106,True,,"Revenue was 394 million, up 70 percent year over year. Gross margin was 18 percent, up 101 basis points sequentially. Capital expenditure will be 200 million for the full year. I want to be clear that we missed on the utilization line, and here is why. The company continues to evaluate its position on that. I want to be clear that we missed on the utilization line, and here is why. The team is executing against the framework that was established. The way I think about it is over a longer horizon than any single period. We are holding the full year guide at 732 billion."
vantree-b3,D_Okonjo,,2023-11-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,146,True,,"It's fair to say the business is generally tracking to our expectations. I'll take the churn question directly: we lost two accounts and both were consolidation. There is a process underway and the business will update in due course. The business has performed consistent with the model. The team is executing against the framework that was established. The company continues to evaluate its position on that. We added 291 net new accounts, and 707 of those came from the enterprise tier. Gross margin was 61 percent, up 210 basis points sequentially. Net retention held at 61 percent versus 246 a year ago. There is a process underway and the business will update in due course. There is a process underway and the business will update in due course. Conditions have been somewhat dynamic in recent months. We are holding the full year guide at 128 billion."
vantree-b4,D_Okonjo,,2024-02-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,112,True,,"ARR closed at 562 million, growing 4 percent. We made that call and I'd make it again at these levels. There is a process underway and the business will update in due course. There is always some variability quarter to quarter. I want to be clear that we missed on the utilization line, and here is why. There is a process underway and the business will update in due course. The company continues to evaluate its position on that. Gross margin was 53 percent, up 256 basis points sequentially. There is a process underway and the business will update in due course. We are raising the range to 132 to 43 million."
vantree-b5,D_Okonjo,,2024-05-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,105,True,,"ARR closed at 178 million, growing 62 percent. Net retention held at 21 percent versus 423 a year ago. There is always some variability quarter to quarter. The organization has done considerable work in this area. It was decided that the prior approach would be revisited. The way I think about it is over a longer horizon than any single period. I'll take the churn question directly: we lost two accounts and both were consolidation. The team is executing against the framework that was established. Our backlog stands at 733 million, covering 57 percent of next year's plan. We'll see how it develops from here."
vantree-b6,D_Okonjo,,2024-08-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,134,True,,We finished the quarter at 452 million with margin of 56 percent. The team is executing against the framework that was established. Capital expenditure will be 544 million for the full year. The company continues to evaluate its position on that. The team is executing against the framework that was established. Capital expenditure will be 495 million for the full year. The way I think about it is over a longer horizon than any single period. The team is executing against the framework that was established. Net retention held at 75 percent versus 103 a year ago. Clearly the demand environment has been tremendous. Conditions have been somewhat dynamic in recent months. We made that call and I'd make it again at these levels. We are raising the range to 598 to 358 million.
vantree-b7,D_Okonjo,,2024-11-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,134,True,,"ARR closed at 802 million, growing 51 percent. The organization has done considerable work in this area. We made that call and I'd make it again at these levels. There are a number of dynamics at play across the category. We added 311 net new accounts, and 922 of those came from the enterprise tier. I want to be clear that we missed on the utilization line, and here is why. Our backlog stands at 465 million, covering 44 percent of next year's plan. I'll take the churn question directly: we lost two accounts and both were consolidation. There is a process underway and the business will update in due course. Our backlog stands at 484 million, covering 26 percent of next year's plan. We are raising the range to 257 to 317 million."
vantree-c0,D_Okonjo,evt_vantree-c0,2024-01-25,constrained,media_interview,Media interview,96,True,,"The environment has been, I would say, somewhat mixed. What I would focus on is the durability of the platform over time. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. Gross margin was 33 percent, up 243 basis points sequentially. Capital expenditure will be 926 million for the full year. There is a process underway and the business will update in due course. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. Gross margin was 47 percent, up 394 basis points sequentially. We'll see how it develops from here."
vantree-c1,D_Okonjo,evt_vantree-c1,2024-04-07,constrained,conference_fireside,Investor conference,104,True,,"It's fair to say the business is generally tracking to our expectations. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. It was decided that the prior approach would be revisited. I want to be clear that we missed on the utilization line, and here is why. We are absolutely thrilled with how this has developed. There are a number of dynamics at play across the category. The team is executing against the framework that was established. We made that call and I'd make it again at these levels. Our hedge book covers 30 percent of next year at 520 dollars."
